,Skip,Loss,train-acc,test-acc
61,446.0,0.329922623523511,88.75,88.27
62,480.0,0.33144426414975897,88.64999999999999,86.62
63,508.0,0.33182193989830555,88.6175,87.9
64,540.0,0.3318367182250135,88.63,87.46
65,577.0,0.307239701686427,89.32,87.49
66,609.0,0.304147716721287,89.535,87.33
67,639.0,0.30856493160159637,89.36333333333333,87.24
68,676.0,0.30570129679061936,89.42999999999999,87.79
69,711.0,0.30470605440270154,89.454,88.1
70,758.0,0.25757642784714696,91.0,87.74
71,805.0,0.27626313879434017,90.225,86.16
72,853.0,0.28112298602766045,90.17333333333333,86.95
73,892.0,0.28308850417041687,90.0675,84.98
74,936.0,0.2867844475982711,90.032,87.93
75,985.0,0.2591673752143979,91.02,87.68
76,1027.0,0.2655146000931272,90.78,88.28
77,1075.0,0.2688684533003252,90.59,88.74
78,1126.0,0.2726696462617838,90.49000000000001,87.59
79,1181.0,0.2724354664367158,90.52,88.12
80,1241.0,0.2548878965568729,91.38,88.31
81,1285.0,0.25845050226489547,91.025,89.08
82,1362.0,0.25534328841169673,91.24,88.73
83,1419.0,0.25705792049341836,91.22749999999999,86.89
84,1481.0,0.26058225729586554,91.074,87.02
85,1546.0,0.2300861844168976,92.10000000000001,89.29
86,1615.0,0.24069173379905986,91.705,89.04
87,1689.0,0.24079111099099584,91.65666666666667,89.04
88,1743.0,0.24346321524094675,91.5825,88.92
89,1799.0,0.24784806345936378,91.432,89.82
90,1859.0,0.235760070187971,91.57,88.24
91,1922.0,0.23637346468388568,91.62,88.78
92,1994.0,0.23508485307117613,91.73,89.35
93,2059.0,0.23722561064868933,91.59,89.16
94,2147.0,0.23425849624057302,91.718,88.45
95,2233.0,0.21609720555110834,92.66,89.29
96,2322.0,0.21406565368780867,92.78999999999999,89.25
97,2394.0,0.2194024103858974,92.63,89.37
98,2489.0,0.22338687321462203,92.3875,88.33
99,2564.0,0.22493293420770205,92.292,85.18
100,2657.0,0.1692449238996487,94.27,91.16
